Gmt time,Open,High,Low,Close,Volume
01.02.2018 03:30:00.000,1.24223,1.24228,1.24199,1.24207,290.05
01.02.2018 03:35:00.000,1.24207,1.24237,1.24202,1.24232,447.85999999999996
01.02.2018 03:40:00.000,1.24233,1.24261,1.24224,1.24247,519.77
01.02.2018 03:45:00.000,1.24247,1.24248,1.24237,1.24238,281.45
01.02.2018 03:50:00.000,1.24239,1.24242,1.24217,1.24242,419.96999999999997
01.02.2018 03:55:00.000,1.24241,1.24259,1.24238,1.24247,476.16999999999996
01.02.2018 04:00:00.000,1.24247,1.24251,1.24226,1.24226,341.69
01.02.2018 04:05:00.000,1.24226,1.24238,1.24212,1.24232,471.47
01.02.2018 04:10:00.000,1.24232,1.24282,1.24227,1.24271,482.27
01.02.2018 04:15:00.000,1.24270,1.24271,1.24236,1.24242,508.90000000000003
01.02.2018 04:20:00.000,1.24242,1.24262,1.24238,1.24262,356.38
01.02.2018 04:25:00.000,1.24262,1.24266,1.24242,1.24256,484.9
01.02.2018 04:30:00.000,1.24257,1.24262,1.24236,1.24242,310.04999999999995
01.02.2018 04:35:00.000,1.24242,1.24249,1.24215,1.24220,181.82
01.02.2018 04:40:00.000,1.24223,1.24228,1.24181,1.24186,549.51
01.02.2018 04:45:00.000,1.24186,1.24211,1.24167,1.24209,355.53000000000003
01.02.2018 04:50:00.000,1.24211,1.24219,1.24203,1.24209,224.9
01.02.2018 04:55:00.000,1.24209,1.24216,1.24191,1.24216,397.03999999999996
01.02.2018 05:00:00.000,1.24216,1.24228,1.24207,1.24227,483.24
01.02.2018 05:05:00.000,1.24228,1.24229,1.24204,1.24204,451.03
01.02.2018 05:10:00.000,1.24202,1.24225,1.24197,1.24221,238.82999999999998
01.02.2018 05:15:00.000,1.24221,1.24279,1.24216,1.24275,332.2
01.02.2018 05:20:00.000,1.24276,1.24278,1.24247,1.24247,309.01
01.02.2018 05:25:00.000,1.24247,1.24262,1.24242,1.24246,294.64
01.02.2018 05:30:00.000,1.24246,1.24248,1.24211,1.24232,614.1600000000001
01.02.2018 05:35:00.000,1.24232,1.24246,1.24224,1.24232,514.69
01.02.2018 05:40:00.000,1.24232,1.24248,1.24227,1.24243,376.16999999999996
01.02.2018 05:45:00.000,1.24244,1.24263,1.24240,1.24257,358.42999999999995
01.02.2018 05:50:00.000,1.24257,1.24264,1.24195,1.24202,536.5400000000001
01.02.2018 05:55:00.000,1.24201,1.24210,1.24186,1.24206,504.5799999999999
01.02.2018 06:00:00.000,1.24206,1.24221,1.24175,1.24182,509.21
01.02.2018 06:05:00.000,1.24182,1.24197,1.24148,1.24158,763.59
01.02.2018 06:10:00.000,1.24160,1.24161,1.24092,1.24093,1061.23
01.02.2018 06:15:00.000,1.24093,1.24148,1.24092,1.24109,820.36
01.02.2018 06:20:00.000,1.24107,1.24137,1.24079,1.24112,786.25
01.02.2018 06:25:00.000,1.24112,1.24141,1.24100,1.24112,705.79
01.02.2018 06:30:00.000,1.24113,1.24130,1.24050,1.24065,1032.55
01.02.2018 06:35:00.000,1.24064,1.24085,1.23984,1.24034,1366.38
01.02.2018 06:40:00.000,1.24035,1.24062,1.24035,1.24062,533.99
01.02.2018 06:45:00.000,1.24062,1.24100,1.24035,1.24035,788.4599999999999
01.02.2018 06:50:00.000,1.24036,1.24047,1.23949,1.23955,1529.0299999999997
01.02.2018 06:55:00.000,1.23954,1.23974,1.23931,1.23939,1242.06
01.02.2018 07:00:00.000,1.23939,1.23970,1.23889,1.23950,1238.75
01.02.2018 07:05:00.000,1.23949,1.23956,1.23854,1.23893,1383.85
01.02.2018 07:10:00.000,1.23891,1.23941,1.23868,1.23913,1215.82
01.02.2018 07:15:00.000,1.23913,1.23941,1.23883,1.23900,1276.57
01.02.2018 07:20:00.000,1.23899,1.23947,1.23861,1.23867,1570.69
01.02.2018 07:25:00.000,1.23870,1.23940,1.23861,1.23921,1281.11
01.02.2018 07:30:00.000,1.23923,1.23983,1.23922,1.23969,1387.59
01.02.2018 07:35:00.000,1.23970,1.24020,1.23961,1.23983,1425.7099999999998
01.02.2018 07:40:00.000,1.23984,1.24034,1.23973,1.24009,1396.41
01.02.2018 07:45:00.000,1.24008,1.24017,1.23942,1.23942,1639.6399999999999
01.02.2018 07:50:00.000,1.23942,1.23976,1.23930,1.23942,1019.25
01.02.2018 07:55:00.000,1.23941,1.24041,1.23936,1.24026,1824.8999999999999
01.02.2018 08:00:00.000,1.24025,1.24110,1.24019,1.24083,1742.7900000000002
01.02.2018 08:05:00.000,1.24084,1.24187,1.24076,1.24183,1522.26
01.02.2018 08:10:00.000,1.24183,1.24330,1.24162,1.24316,1788.65
01.02.2018 08:15:00.000,1.24315,1.24342,1.24245,1.24273,1784.3600000000001
01.02.2018 08:20:00.000,1.24273,1.24326,1.24251,1.24295,1628.27
01.02.2018 08:25:00.000,1.24295,1.24311,1.24253,1.24269,1607.3400000000001
01.02.2018 08:30:00.000,1.24269,1.24343,1.24256,1.24284,1529.32
01.02.2018 08:35:00.000,1.24286,1.24388,1.24268,1.24367,1452.83
01.02.2018 08:40:00.000,1.24370,1.24382,1.24310,1.24311,1508.78
01.02.2018 08:45:00.000,1.24314,1.24319,1.24284,1.24292,1387.82
01.02.2018 08:50:00.000,1.24295,1.24363,1.24286,1.24351,1369.15
01.02.2018 08:55:00.000,1.24350,1.24350,1.24264,1.24283,1920.81
01.02.2018 09:00:00.000,1.24282,1.24389,1.24277,1.24368,1417.7800000000002
01.02.2018 09:05:00.000,1.24366,1.24496,1.24362,1.24452,1771.1899999999998
01.02.2018 09:10:00.000,1.24452,1.24460,1.24380,1.24427,1532.01
01.02.2018 09:15:00.000,1.24427,1.24443,1.24367,1.24367,1400.5299999999997
01.02.2018 09:20:00.000,1.24364,1.24483,1.24359,1.24483,1396.49
01.02.2018 09:25:00.000,1.24482,1.24488,1.24442,1.24470,1465.11
01.02.2018 09:30:00.000,1.24471,1.24471,1.24416,1.24427,1265.77
01.02.2018 09:35:00.000,1.24428,1.24458,1.24404,1.24417,1366.32
01.02.2018 09:40:00.000,1.24415,1.24426,1.24375,1.24426,1431.9299999999998
01.02.2018 09:45:00.000,1.24427,1.24440,1.24391,1.24419,1315.78
01.02.2018 09:50:00.000,1.24420,1.24442,1.24389,1.24417,1247.3200000000002
01.02.2018 09:55:00.000,1.24415,1.24484,1.24414,1.24461,1383.98
01.02.2018 10:00:00.000,1.24462,1.24485,1.24448,1.24461,1150
01.02.2018 10:05:00.000,1.24462,1.24477,1.24418,1.24442,978.67
01.02.2018 10:10:00.000,1.24442,1.24510,1.24439,1.24485,1272.24
01.02.2018 10:15:00.000,1.24486,1.24486,1.24419,1.24467,1433.83
01.02.2018 10:20:00.000,1.24465,1.24467,1.24423,1.24425,1188.6
01.02.2018 10:25:00.000,1.24424,1.24425,1.24383,1.24401,1050.72
01.02.2018 10:30:00.000,1.24400,1.24461,1.24386,1.24445,1232.19
01.02.2018 10:35:00.000,1.24446,1.24446,1.24361,1.24370,1265.1399999999999
01.02.2018 10:40:00.000,1.24370,1.24390,1.24360,1.24368,1146.18
01.02.2018 10:45:00.000,1.24368,1.24390,1.24336,1.24345,1087.01
01.02.2018 10:50:00.000,1.24344,1.24396,1.24303,1.24321,1264.8
01.02.2018 10:55:00.000,1.24322,1.24347,1.24289,1.24292,1320.4299999999998
01.02.2018 11:00:00.000,1.24301,1.24327,1.24284,1.24303,1710.65
01.02.2018 11:05:00.000,1.24302,1.24327,1.24271,1.24317,1220.2900000000002
01.02.2018 11:10:00.000,1.24316,1.24334,1.24293,1.24330,1278.85
01.02.2018 11:15:00.000,1.24328,1.24346,1.24293,1.24298,1070.72
01.02.2018 11:20:00.000,1.24297,1.24344,1.24289,1.24319,908.88
01.02.2018 11:25:00.000,1.24321,1.24361,1.24299,1.24356,1410.9
01.02.2018 11:30:00.000,1.24355,1.24371,1.24317,1.24317,1220.02
01.02.2018 11:35:00.000,1.24317,1.24334,1.24278,1.24287,1554.7599999999998
01.02.2018 11:40:00.000,1.24288,1.24301,1.24246,1.24274,1438.6399999999999
01.02.2018 11:45:00.000,1.24274,1.24332,1.24258,1.24305,1398.03
01.02.2018 11:50:00.000,1.24303,1.24315,1.24280,1.24310,943.6899999999999
01.02.2018 11:55:00.000,1.24311,1.24381,1.24287,1.24377,1048.98
01.02.2018 12:00:00.000,1.24377,1.24440,1.24320,1.24422,1412.27
01.02.2018 12:05:00.000,1.24422,1.24461,1.24409,1.24412,1597.3000000000002
01.02.2018 12:10:00.000,1.24409,1.24482,1.24406,1.24466,1392.91
01.02.2018 12:15:00.000,1.24466,1.24470,1.24427,1.24435,1131.2399999999998
01.02.2018 12:20:00.000,1.24434,1.24468,1.24434,1.24453,996.28
01.02.2018 12:25:00.000,1.24453,1.24457,1.24420,1.24428,1319.3
01.02.2018 12:30:00.000,1.24428,1.24481,1.24403,1.24405,1078.4099999999999
01.02.2018 12:35:00.000,1.24405,1.24434,1.24403,1.24418,1035.4699999999998
01.02.2018 12:40:00.000,1.24419,1.24498,1.24413,1.24474,1058.72
01.02.2018 12:45:00.000,1.24476,1.24553,1.24433,1.24525,1389.04
01.02.2018 12:50:00.000,1.24529,1.24595,1.24527,1.24573,1711.58
01.02.2018 12:55:00.000,1.24572,1.24577,1.24516,1.24539,1636.2600000000002
01.02.2018 13:00:00.000,1.24539,1.24568,1.24513,1.24519,915.52
01.02.2018 13:05:00.000,1.24520,1.24543,1.24493,1.24543,1214.49
01.02.2018 13:10:00.000,1.24543,1.24606,1.24516,1.24591,1401.13
01.02.2018 13:15:00.000,1.24590,1.24597,1.24530,1.24587,1587.7399999999998
01.02.2018 13:20:00.000,1.24590,1.24621,1.24545,1.24553,1300.83
01.02.2018 13:25:00.000,1.24556,1.24556,1.24491,1.24524,946.32
01.02.2018 13:30:00.000,1.24523,1.24546,1.24443,1.24465,1613.09
01.02.2018 13:35:00.000,1.24466,1.24545,1.24445,1.24545,1288.3000000000002
01.02.2018 13:40:00.000,1.24544,1.24576,1.24522,1.24555,1539.8600000000001
01.02.2018 13:45:00.000,1.24558,1.24600,1.24535,1.24552,1667.24
01.02.2018 13:50:00.000,1.24552,1.24593,1.24469,1.24492,1500.1
01.02.2018 13:55:00.000,1.24494,1.24562,1.24484,1.24492,1205.93
01.02.2018 14:00:00.000,1.24490,1.24523,1.24460,1.24482,1410.77
01.02.2018 14:05:00.000,1.24482,1.24497,1.24460,1.24480,1319.13
01.02.2018 14:10:00.000,1.24483,1.24512,1.24448,1.24456,1590.0299999999997
01.02.2018 14:15:00.000,1.24456,1.24460,1.24422,1.24451,1434.2
01.02.2018 14:20:00.000,1.24451,1.24485,1.24434,1.24447,1117.71
01.02.2018 14:25:00.000,1.24447,1.24467,1.24408,1.24435,2999.3599000000004
01.02.2018 14:30:00.000,1.24432,1.24449,1.24370,1.24389,1746.0300000000002
01.02.2018 14:35:00.000,1.24388,1.24429,1.24374,1.24417,1397.8600000000001
01.02.2018 14:40:00.000,1.24417,1.24459,1.24417,1.24457,1161.6399999999999
01.02.2018 14:45:00.000,1.24458,1.24535,1.24458,1.24488,1602.98
01.02.2018 14:50:00.000,1.24488,1.24515,1.24463,1.24487,1414.21
01.02.2018 14:55:00.000,1.24486,1.24494,1.24400,1.24415,1194.2
01.02.2018 15:00:00.000,1.24417,1.24427,1.24315,1.24393,1666.0700000000002
01.02.2018 15:05:00.000,1.24392,1.24512,1.24377,1.24512,1896.8400000000001
01.02.2018 15:10:00.000,1.24515,1.24528,1.24470,1.24506,1449.02
01.02.2018 15:15:00.000,1.24503,1.24503,1.24406,1.24472,1556.99
01.02.2018 15:20:00.000,1.24471,1.24528,1.24463,1.24505,1526.6699999999998
01.02.2018 15:25:00.000,1.24504,1.24519,1.24472,1.24488,1380.59
01.02.2018 15:30:00.000,1.24488,1.24586,1.24487,1.24543,1432.8300000000002
01.02.2018 15:35:00.000,1.24543,1.24655,1.24534,1.24646,1709.35
01.02.2018 15:40:00.000,1.24645,1.24703,1.24631,1.24668,1873.2
01.02.2018 15:45:00.000,1.24670,1.24693,1.24633,1.24685,1432.2799999999997
01.02.2018 15:50:00.000,1.24685,1.24698,1.24599,1.24657,1723.6399999999999
01.02.2018 15:55:00.000,1.24658,1.24742,1.24611,1.24693,2071.31
01.02.2018 16:00:00.000,1.24691,1.24717,1.24623,1.24640,1930.85
01.02.2018 16:05:00.000,1.24645,1.24724,1.24643,1.24716,1462.51
01.02.2018 16:10:00.000,1.24715,1.24847,1.24678,1.24840,2415.2200000000003
01.02.2018 16:15:00.000,1.24840,1.24840,1.24718,1.24722,1677.3700000000001
01.02.2018 16:20:00.000,1.24722,1.24773,1.24720,1.24755,1581.59
01.02.2018 16:25:00.000,1.24759,1.24763,1.24695,1.24714,1170.31
01.02.2018 16:30:00.000,1.24716,1.24750,1.24706,1.24732,1468.62
01.02.2018 16:35:00.000,1.24732,1.24797,1.24730,1.24775,1320.04
01.02.2018 16:40:00.000,1.24776,1.24871,1.24772,1.24860,1537.44
01.02.2018 16:45:00.000,1.24860,1.24887,1.24763,1.24779,1684.0200000000002
01.02.2018 16:50:00.000,1.24780,1.24805,1.24755,1.24800,1416.4
01.02.2018 16:55:00.000,1.24801,1.24833,1.24783,1.24811,1290.7
01.02.2018 17:00:00.000,1.24809,1.24950,1.24806,1.24920,1878.0800000000002
01.02.2018 17:05:00.000,1.24921,1.24980,1.24899,1.24920,1532.41
01.02.2018 17:10:00.000,1.24919,1.24946,1.24903,1.24930,1587.92
01.02.2018 17:15:00.000,1.24930,1.24945,1.24874,1.24909,1158.83
01.02.2018 17:20:00.000,1.24909,1.24918,1.24862,1.24898,1285.27
01.02.2018 17:25:00.000,1.24897,1.24941,1.24864,1.24931,1204.1100000000001
01.02.2018 17:30:00.000,1.24930,1.24939,1.24855,1.24861,1445.6599999999999
01.02.2018 17:35:00.000,1.24861,1.24861,1.24815,1.24860,1424.0300000000002
01.02.2018 17:40:00.000,1.24861,1.24868,1.24821,1.24840,1111.72
01.02.2018 17:45:00.000,1.24840,1.24847,1.24810,1.24828,998.73
01.02.2018 17:50:00.000,1.24827,1.24829,1.24809,1.24823,941.19
01.02.2018 17:55:00.000,1.24824,1.24829,1.24750,1.24783,1285.42
01.02.2018 18:00:00.000,1.24784,1.24816,1.24776,1.24785,1112.12
01.02.2018 18:05:00.000,1.24784,1.24871,1.24783,1.24860,1156.23
01.02.2018 18:10:00.000,1.24860,1.24868,1.24815,1.24840,877.51
01.02.2018 18:15:00.000,1.24840,1.24842,1.24795,1.24826,1109.6599999999999
01.02.2018 18:20:00.000,1.24825,1.24836,1.24805,1.24811,1088
01.02.2018 18:25:00.000,1.24811,1.24815,1.24775,1.24798,1156.06
01.02.2018 18:30:00.000,1.24797,1.24819,1.24774,1.24817,1183.1
01.02.2018 18:35:00.000,1.24820,1.24837,1.24805,1.24811,866.62
01.02.2018 18:40:00.000,1.24810,1.24913,1.24806,1.24885,1345.02
01.02.2018 18:45:00.000,1.24882,1.24919,1.24859,1.24914,835.75
01.02.2018 18:50:00.000,1.24914,1.24939,1.24902,1.24914,974.3099999999998
01.02.2018 18:55:00.000,1.24911,1.24950,1.24907,1.24937,1027.79
01.02.2018 19:00:00.000,1.24936,1.24943,1.24888,1.24940,1124.84
01.02.2018 19:05:00.000,1.24940,1.24956,1.24900,1.24905,815.79
01.02.2018 19:10:00.000,1.24904,1.24905,1.24842,1.24850,1185.04
01.02.2018 19:15:00.000,1.24850,1.24878,1.24836,1.24878,970.3199999999999
01.02.2018 19:20:00.000,1.24878,1.24962,1.24873,1.24961,1094.26
01.02.2018 19:25:00.000,1.24962,1.25045,1.24960,1.25029,1543.49
01.02.2018 19:30:00.000,1.25031,1.25043,1.24972,1.24992,1483.94
01.02.2018 19:35:00.000,1.24992,1.25061,1.24968,1.25046,1468.82
01.02.2018 19:40:00.000,1.25045,1.25046,1.24977,1.24986,1393.41
01.02.2018 19:45:00.000,1.24985,1.25049,1.24982,1.25036,1374.1399999999999
01.02.2018 19:50:00.000,1.25035,1.25062,1.25015,1.25031,1415.79
01.02.2018 19:55:00.000,1.25033,1.25057,1.25009,1.25026,1433.48
01.02.2018 20:00:00.000,1.25025,1.25088,1.25015,1.25061,1623.29
01.02.2018 20:05:00.000,1.25061,1.25229,1.25055,1.25161,1840.7699999999998
01.02.2018 20:10:00.000,1.25162,1.25168,1.25083,1.25097,1450.08
01.02.2018 20:15:00.000,1.25097,1.25160,1.25094,1.25132,1058.33
01.02.2018 20:20:00.000,1.25133,1.25200,1.25115,1.25148,1360.81
01.02.2018 20:25:00.000,1.25149,1.25219,1.25117,1.25117,1599.3999999999999
01.02.2018 20:30:00.000,1.25115,1.25155,1.25090,1.25112,1892.2600000000002
01.02.2018 20:35:00.000,1.25112,1.25150,1.25105,1.25137,1426.8899999999999
01.02.2018 20:40:00.000,1.25140,1.25203,1.25139,1.25196,1378.8600000000001
01.02.2018 20:45:00.000,1.25195,1.25210,1.25147,1.25181,1473.07
01.02.2018 20:50:00.000,1.25181,1.25181,1.25136,1.25162,928.7299999999999
01.02.2018 20:55:00.000,1.25160,1.25168,1.25137,1.25148,1294.4199999999998
01.02.2018 21:00:00.000,1.25146,1.25184,1.25135,1.25161,431.27
01.02.2018 21:05:00.000,1.25161,1.25173,1.25155,1.25169,404.25999999999993
01.02.2018 21:10:00.000,1.25170,1.25171,1.25139,1.25148,680.3199999999999
01.02.2018 21:15:00.000,1.25148,1.25166,1.25134,1.25156,667.5
01.02.2018 21:20:00.000,1.25153,1.25155,1.25129,1.25131,316.66
01.02.2018 21:25:00.000,1.25131,1.25134,1.25078,1.25078,624.0100000000001
01.02.2018 21:30:00.000,1.25077,1.25138,1.25076,1.25136,639.78
01.02.2018 21:35:00.000,1.25137,1.25145,1.25128,1.25133,729.38
01.02.2018 21:40:00.000,1.25133,1.25144,1.25068,1.25078,1220.3999999999999
01.02.2018 21:45:00.000,1.25079,1.25085,1.25064,1.25069,716.3299999999999
01.02.2018 21:50:00.000,1.25067,1.25078,1.25058,1.25059,562.09
01.02.2018 21:55:00.000,1.25058,1.25090,1.25047,1.25076,491.16999999999996
01.02.2018 22:00:00.000,1.25075,1.25137,1.25073,1.25091,145.32
01.02.2018 22:05:00.000,1.25092,1.25103,1.25089,1.25098,91.69
01.02.2018 22:10:00.000,1.25097,1.25105,1.25090,1.25091,136.06
01.02.2018 22:15:00.000,1.25091,1.25095,1.25054,1.25075,187.38
01.02.2018 22:20:00.000,1.25076,1.25079,1.25057,1.25074,196.82999999999998
01.02.2018 22:25:00.000,1.25074,1.25079,1.25067,1.25069,159.32000000000002
01.02.2018 22:30:00.000,1.25068,1.25088,1.25068,1.25084,389.53999999999996
01.02.2018 22:35:00.000,1.25084,1.25086,1.25051,1.25061,369.71000000000004
01.02.2018 22:40:00.000,1.25061,1.25078,1.25041,1.25044,297.68
01.02.2018 22:45:00.000,1.25043,1.25052,1.25022,1.25029,432.69
01.02.2018 22:50:00.000,1.25029,1.25044,1.25026,1.25037,492.42
01.02.2018 22:55:00.000,1.25037,1.25064,1.25036,1.25044,339.92
01.02.2018 23:00:00.000,1.25052,1.25079,1.25052,1.25057,565.02
01.02.2018 23:05:00.000,1.25057,1.25072,1.25051,1.25059,395.75
01.02.2018 23:10:00.000,1.25060,1.25085,1.25055,1.25085,237.61999999999998
01.02.2018 23:15:00.000,1.25085,1.25091,1.25077,1.25083,253.94
01.02.2018 23:20:00.000,1.25084,1.25087,1.25068,1.25087,242.79999999999998
01.02.2018 23:25:00.000,1.25085,1.25087,1.25065,1.25070,182.75
01.02.2018 23:30:00.000,1.25071,1.25109,1.25064,1.25107,305.99
01.02.2018 23:35:00.000,1.25108,1.25135,1.25105,1.25119,362.03999999999996
01.02.2018 23:40:00.000,1.25119,1.25125,1.25073,1.25080,366.6
01.02.2018 23:45:00.000,1.25078,1.25088,1.25072,1.25085,414.95
01.02.2018 23:50:00.000,1.25081,1.25154,1.25078,1.25130,513.18
01.02.2018 23:55:00.000,1.25130,1.25130,1.25088,1.25105,389.08000000000004
02.02.2018 00:00:00.000,1.25107,1.25122,1.25076,1.25080,499.05
02.02.2018 00:05:00.000,1.25081,1.25096,1.25054,1.25055,632.68
02.02.2018 00:10:00.000,1.25054,1.25066,1.25045,1.25055,480.56
02.02.2018 00:15:00.000,1.25058,1.25060,1.25034,1.25049,521.1600000000001
02.02.2018 00:20:00.000,1.25050,1.25055,1.25012,1.25015,529.17
02.02.2018 00:25:00.000,1.25015,1.25019,1.24975,1.25001,456.82
02.02.2018 00:30:00.000,1.25001,1.25069,1.25001,1.25066,573.72
02.02.2018 00:35:00.000,1.25066,1.25070,1.25041,1.25061,384.19
02.02.2018 00:40:00.000,1.25060,1.25081,1.25055,1.25072,394.81
02.02.2018 00:45:00.000,1.25074,1.25085,1.25054,1.25085,646.53
02.02.2018 00:50:00.000,1.25084,1.25100,1.25057,1.25059,641.4300000000001
02.02.2018 00:55:00.000,1.25063,1.25074,1.25048,1.25070,775.0199999999999
02.02.2018 01:00:00.000,1.25069,1.25072,1.25013,1.25014,724.0799999999999
02.02.2018 01:05:00.000,1.25014,1.25066,1.25013,1.25039,404.30999999999995
02.02.2018 01:10:00.000,1.25039,1.25039,1.24958,1.25010,1493.5300000000002
02.02.2018 01:15:00.000,1.25011,1.25038,1.24962,1.24978,1078.55
02.02.2018 01:20:00.000,1.24978,1.25044,1.24978,1.25034,1266.18
02.02.2018 01:25:00.000,1.25035,1.25139,1.25035,1.25136,1133.25
02.02.2018 01:30:00.000,1.25135,1.25149,1.25072,1.25099,1513.4499999999998
02.02.2018 01:35:00.000,1.25099,1.25099,1.25037,1.25059,1022.62
02.02.2018 01:40:00.000,1.25059,1.25061,1.24966,1.24967,1247.48
02.02.2018 01:45:00.000,1.24968,1.24983,1.24923,1.24925,1141.12
02.02.2018 01:50:00.000,1.24927,1.24968,1.24918,1.24968,753.2
02.02.2018 01:55:00.000,1.24968,1.24994,1.24938,1.24993,1021.6500000000001
02.02.2018 02:00:00.000,1.24993,1.24995,1.24952,1.24964,788.63
02.02.2018 02:05:00.000,1.24964,1.25011,1.24954,1.24996,809.11
02.02.2018 02:10:00.000,1.24996,1.25020,1.24980,1.24989,665.45
02.02.2018 02:15:00.000,1.24990,1.24990,1.24933,1.24933,727.13
02.02.2018 02:20:00.000,1.24934,1.24996,1.24933,1.24996,736.93
02.02.2018 02:25:00.000,1.24994,1.25003,1.24984,1.25001,690.58
02.02.2018 02:30:00.000,1.25001,1.25038,1.24995,1.25034,691.84
02.02.2018 02:35:00.000,1.25034,1.25035,1.24987,1.25008,792.34
02.02.2018 02:40:00.000,1.25010,1.25039,1.25007,1.25010,679.3199999999999
02.02.2018 02:45:00.000,1.25010,1.25011,1.24901,1.24928,834.23
02.02.2018 02:50:00.000,1.24928,1.24935,1.24887,1.24908,1203.55
02.02.2018 02:55:00.000,1.24909,1.24942,1.24898,1.24941,916.6600000000001
02.02.2018 03:00:00.000,1.24941,1.24950,1.24925,1.24942,800.9699999999999
02.02.2018 03:05:00.000,1.24940,1.24964,1.24933,1.24959,662.53
02.02.2018 03:10:00.000,1.24959,1.24970,1.24935,1.24942,713.14
02.02.2018 03:15:00.000,1.24943,1.24996,1.24937,1.24995,872.37
02.02.2018 03:20:00.000,1.24995,1.24995,1.24968,1.24971,587.25
02.02.2018 03:25:00.000,1.24971,1.24975,1.24936,1.24948,767.74
02.02.2018 03:30:00.000,1.24948,1.24990,1.24948,1.24969,653.22
02.02.2018 03:35:00.000,1.24970,1.24977,1.24944,1.24944,505.57
02.02.2018 03:40:00.000,1.24944,1.24961,1.24929,1.24960,656.5300000000001
02.02.2018 03:45:00.000,1.24962,1.24966,1.24950,1.24960,346.46000000000004
02.02.2018 03:50:00.000,1.24959,1.24978,1.24947,1.24975,400.11
02.02.2018 03:55:00.000,1.24974,1.25005,1.24974,1.24998,562.3299999999999
02.02.2018 04:00:00.000,1.24999,1.25005,1.24974,1.24974,502.1
02.02.2018 04:05:00.000,1.24974,1.24979,1.24953,1.24955,479.54
02.02.2018 04:10:00.000,1.24955,1.24968,1.24950,1.24951,370.94
02.02.2018 04:15:00.000,1.24951,1.24965,1.24938,1.24965,455.75
02.02.2018 04:20:00.000,1.24966,1.24971,1.24954,1.24960,470.72999999999996
02.02.2018 04:25:00.000,1.24959,1.24972,1.24950,1.24966,298.26
